Name,Link,Categories,Pricing,Platforms,Tags,Description
TekSystems,https://www.teksystems.com/en,Talent Acquisition,Free,Web,,"We're in the business of building tomorrow. With the experience and expertise to plan and execute even the most complex initiatives, we stand ready to work side-by-side with you. To activate your vision. To reach your goals. To transform your business."
Aquent,https://aquent.com/,Talent Acquisition,Free,Web,,Find out more about our creative staffing agency by exploring our creative marketing jobs and talent.
Planet Interactive,https://www.planetinteractive.com/,Talent Acquisition,Free,Web,,"Planet Interactive is a global, professional staffing and recruitment company specializing in strategic solutions for the Marketing, Creative, and Digital Sectors."
hired,https://hired.com/,Talent Acquisition,Free,Web,,"With Hired your job search has never been easier! Simply create a profile & vetted companies compete for you, reaching out with salary & equity upfront."
wayup,https://www.wayup.com/,Talent Acquisition,Free,Web,Games,"Find paid internships, part-time jobs and entry-level opportunities at thousands of startups and Fortune 500s. Use our resources for tips on interviews, resumes, cover letters and more."
80LV RFP,https://80.lv/RFP/,Talent Acquisition,Free,Web,Games,80 Level RFP is the premium art jobs matching service connecting the world's best video game artists and hiring companies in the game development industry.
Rupie,https://rupie.io/,Talent Acquisition,Royalty,Web,Games,"Rupie surfaces the games industry's best pre-vetted, full-time hires and flexible contractors prepped and ready to connect with recruiting and hiring professionals."
OnwardPlay,https://www.onwardplay.com/,Talent Acquisition,Free,Web,Games,"Onward Play offers full-scale staffing services for gaming companies, esports companies, and AR and VR studios. We staff creative, design, video and technology talent."
GameCompanies.com,https://gamecompanies.com/,Map,Free,Web,Games,The home of all game companies & esports professionals
Gamedevmap,https://www.gamedevmap.com/,Map,Free,Web,Games,gamedevmap is a living map and catalog of game development organizations.
GameSmith Devmap,http://devmap.gamesmith.com/,Map,Free,Web,Games,"Discover, add or edit Game development studios."
Gamesmap UK,https://gamesmap.uk/,Map,Free,Web,Games,The UK games industry interactively mapped out displaying the scope of the market.
GameDevJobs,https://docs.google.com/document/d/1H34_z043mJrLahXw7fCgwf5w4ZWyrB2GBE9XAXufjmQ/,List,Free,Web,Games,#GameDevJobs  2020 Edition  A huge list of great studios looking to hire talented developers. That's you! Time to get hired.
GameDevStudios.com,https://www.gamedevstudios.com/,List,Free,Web,Games,Game development jobs postings.
