Name,Link,Categories,Pricing,Platforms,Tags,Description
Accelevents,https://www.accelevents.com/,App,Royalty,Web,Professional,"Accelevents virtual event platform offers attendee management, keynotes and breakout sessions, 24/7 support, custom white labeling, and more."
Indie Maker Syndicate,https://indiemakersyndicate.com/,Expo,Free,Web,Fan,"Website of Indie Maker Syndicate, a supergroup of independent creators and curators of video games."
Summer Game Fest,https://www.summergamefest.com/,Festival,Free,Web,,"Bringing the world together to celebrate video games from the comfort of home. Summer Game Fest is a season of digital video game events from publishers, select playable content, in-game events, and more to be announced."
Day of the Devs,http://dayofthedevs.com/,Expo,Free,Web,,"As part of Summer Game Fest, the all-digital multi-month global gaming festival, iam8bit and Double Fine will be producing a Day of the Devs digital event."
DevGAMM,https://devgamm.com/,Conference,"Free, Paid","Russia, Web","Professional, Fan","DevGAMM conference is aimed at developers, publishers, game designers, programmers, artists, business development managers, recruiters, journalists and everyone involved in the game industry in any way."
Wikipedia list,https://en.wikipedia.org/wiki/List_of_gaming_conventions,List,"Free, Paid",Web,,List of game conventions
LudoNarraCon,https://www.ludonarracon.com/,Expo,Free,Web,,A digital convention hosted on Steam celebrating narrative games and the people who make them!
Game Conference Guide,https://www.gameconfguide.com/,List,"Free, Paid",Web,"Professional, Fan","List of game developers and games industry events, conferences, trade shows, summits worldwide. Filter by location, see what is coming up."
Game Development Events,https://www.gamedevelopment.events/,List,"Free, Paid",Web,"Professional, Fan",List of events occuring this year
Gamesindustry.biz Events,https://www.gamesindustry.biz/network/events,List,"Free, Paid",Web,"Professional, Fan",List of events occuring this year
Akupara Games Festivals,https://www.akuparagames.com/festivals/,List,"Free, Paid",Web,"Professional, Fan",List of events occuring this year
Events for Gamers,https://www.eventsforgamers.com/,List,"Free, Paid",Web,"Professional, Fan",List of events occuring this year
Gameconfs,http://www.gameconfs.com/,List,"Free, Paid",Web,"Professional, Fan","Game industry event list and upcoming events calendar of conferences, conventions, and related industry events for professionals, press, and public."
